sample_id,grid_id,state,date,latitude,longitude,label,sample_type,rain_1d_mm,rain_3d_mm,rain_7d_mm,rain_14d_mm,rain_30d_mm,rain_max_1h_mm,rain_max_24h_mm,soil_moisture_surface,soil_moisture_root,soil_moisture_7d_mean,elevation_m,slope_degrees,aspect_degrees,ndvi,ndmi,month_sin,month_cos,aspect_sin,aspect_cos,sensor_soil_moisture,sensor_observed,soil_moisture_best,first_ingested_at,last_updated_at
S0002332,TRI_24.19719_91.79274,Tripura,2015-08-18,24.19718722772223,91.79274294933334,0,background_control,34.51,66.36,87.34,135.06,364.74999999999994,,37.57,0.92,0.91,0.9085714285714286,48.00531005859375,3.615412050839575,215.40291199011853,,,-0.8660254037844384,-0.5000000000000004,-0.5793225994990817,-0.8150983533964639,,0,0.92,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002333,TRI_24.26443_92.10589,Tripura,2015-08-18,24.264431746654314,92.10588750654011,0,background_control,49.49,71.39,112.07,182.52,440.7099999999999,,49.49,0.94,0.95,0.9285714285714286,80.36682891845703,6.868604077764689,69.70673669809042,0.000772916988715412,0.08831110613022526,-0.8660254037844384,-0.5000000000000004,0.9379297199771072,0.346825374480682,,0,0.94,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002334,ARU_26.82550_95.36366,Arunachal Pradesh,2015-08-19,26.825497329448186,95.36365693297202,0,background_control,35.53,55.81,115.28,168.04999999999998,351.1,,51.51,0.96,0.97,0.9514285714285714,593.5164184570312,23.230277215468472,220.8919951950919,,,-0.8660254037844384,-0.5000000000000004,-0.6546352068871827,-0.7559449357617098,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002335,ARU_26.94504_92.27211,Arunachal Pradesh,2015-08-19,26.945037056773057,92.27210612350862,0,background_control,16.26,58.96000000000001,70.03,165.93,234.32999999999998,,26.86,0.89,0.89,0.8714285714285712,503.1544494628906,9.372192845927497,176.36285392169566,,,-0.8660254037844384,-0.5000000000000004,0.06343754834439624,-0.9979858102498514,,0,0.89,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002336,ARU_26.95669_93.14977,Arunachal Pradesh,2015-08-19,26.956694018457473,93.14976906295087,0,background_control,17.96,61.02,77.50999999999999,187.87,275.79999999999995,,31.18,0.9,0.92,0.8871428571428572,182.16392517089844,2.4069501319943964,40.82638035730076,,,-0.8660254037844384,-0.5000000000000004,0.6537690734800777,0.756694124835789,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002337,ARU_27.17931_95.73208,Arunachal Pradesh,2015-08-19,27.179305092334467,95.73207583829574,0,background_control,35.53,55.81,115.28,168.04999999999998,351.1,,51.51,0.96,0.97,0.9514285714285714,940.6253051757812,33.73135029164712,34.70410998915327,,,-0.8660254037844384,-0.5000000000000004,0.569338496695525,0.8221032028769135,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002338,ARU_27.56784_96.45341,Arunachal Pradesh,2015-08-19,27.567844874071163,96.45340528813233,0,background_control,28.73,52.53,120.56,172.41,379.97,,59.67,0.91,0.9,0.9014285714285715,750.3697509765625,8.563392401144776,175.63810157009618,,,-0.8660254037844384,-0.5000000000000004,0.07605597327733102,-0.9971035497524006,,0,0.91,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002339,ARU_27.61909_92.50000,Arunachal Pradesh,2015-08-19,27.619090461843506,92.5,0,background_control,9.37,35.31,42.62,113.18000000000002,167.95999999999998,,16.68,0.85,0.86,0.8428571428571427,2950.288330078125,18.306068675624974,236.82579265076697,,,-0.8660254037844384,-0.5000000000000004,-0.8370107233831756,-0.5471864846115746,,0,0.85,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002340,ARU_27.66209_91.79024,Arunachal Pradesh,2015-08-19,27.66208933085052,91.79023991217363,0,background_control,11.71,37.97,44.45,94.03,142.82000000000002,,16.51,0.83,0.79,0.8042857142857143,3996.913818359375,31.71876832594138,258.0526027052089,,,-0.8660254037844384,-0.5000000000000004,-0.9783380701992794,-0.20701357539724252,,0,0.83,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002341,ARU_27.66640_93.50000,Arunachal Pradesh,2015-08-19,27.666403549395973,93.5,0,background_control,23.44,63.31999999999999,94.06,186.29,318.56,,30.12,0.92,0.95,0.9042857142857142,1917.9014892578125,13.350329024116382,227.1393479507944,,,-0.8660254037844384,-0.5000000000000004,-0.7330102119454871,-0.6802176336905947,,0,0.92,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002342,ARU_27.66668_94.36008,Arunachal Pradesh,2015-08-19,27.666676186984134,94.36008060632957,0,background_control,28.58,64.72,116.74,191.53999999999996,368.29999999999995,,44.24,0.92,0.94,0.9085714285714285,658.5995483398438,23.439107805984364,252.08896199666452,,,-0.8660254037844384,-0.5000000000000004,-0.9515351741220844,-0.3075399362821916,,0,0.92,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002343,ARU_27.85186_97.09765,Arunachal Pradesh,2015-08-19,27.85186130388809,97.09764501143306,0,background_control,12.1,27.509999999999998,59.57,101.77999999999999,224.75000000000003,,29.33,0.9,0.92,0.8871428571428571,2935.28125,39.16718187531672,109.87485566441615,,,-0.8660254037844384,-0.5000000000000004,0.9404374125174781,-0.3399668706468774,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002344,ARU_28.13329_92.85102,Arunachal Pradesh,2015-08-19,28.133293183346048,92.85101528722387,0,background_control,11.19,34.26,47.16,109.10999999999999,181.59,,18.93,0.85,0.85,0.8357142857142856,5143.36181640625,35.404651562629766,305.69533284734007,,,-0.8660254037844384,-0.5000000000000004,-0.8121310578194025,0.5834750593856932,,0,0.85,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002345,ARU_28.18175_97.17837,Arunachal Pradesh,2015-08-19,28.181746389964097,97.17836655063724,0,background_control,12.1,27.509999999999998,59.57,101.77999999999999,224.75000000000003,,29.33,0.9,0.92,0.8871428571428571,3597.5185546875,41.73443823588825,94.88967271560017,,,-0.8660254037844384,-0.5000000000000004,0.9963606759892221,-0.08523733537775807,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002346,ARU_28.38554_94.50000,Arunachal Pradesh,2015-08-19,28.385541906054343,94.5,0,background_control,46.36,108.25,166.0,226.18,361.13,,46.36,0.93,0.97,0.8942857142857142,2571.06005859375,33.50270484757691,197.68469668095713,,,-0.8660254037844384,-0.5000000000000004,-0.30377860058142053,-0.9527426524664432,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002347,ARU_28.38885_93.61436,Arunachal Pradesh,2015-08-19,28.388853336410442,93.6143576142602,0,background_control,28.2,69.72,102.01,153.67999999999998,241.55999999999997,,28.2,0.89,0.9,0.8628571428571428,2263.673095703125,44.335634400985626,94.65876655992014,,,-0.8660254037844384,-0.5000000000000004,0.9966960965380269,-0.08122124811808906,,0,0.89,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002348,ARU_28.50248_96.18120,Arunachal Pradesh,2015-08-19,28.5024777373024,96.18119952560983,0,background_control,26.71,72.57,130.19,174.73000000000005,326.96,,32.99,0.96,0.99,0.9328571428571429,3595.891845703125,33.282056154681776,242.51605776417458,,,-0.8660254037844384,-0.5000000000000004,-0.8871402084021902,-0.4615000006891858,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002349,ARU_29.17276_94.58305,Arunachal Pradesh,2015-08-19,29.172760687559027,94.58304979180528,0,background_control,48.56,107.23,150.86,189.26,256.1,,48.56,0.93,0.94,0.8728571428571428,4518.39306640625,30.95279690728611,244.2802584546583,,,-0.8660254037844384,-0.5000000000000004,-0.9009275484469703,-0.4339695294019292,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002350,ARU_29.20107_95.77035,Arunachal Pradesh,2015-08-19,29.201074058536896,95.77034724921077,0,background_control,55.74,121.07,171.13,209.68,282.89000000000004,,55.74,0.96,0.99,0.9014285714285714,3738.98681640625,25.877082395764386,221.59010434502326,,,-0.8660254037844384,-0.5000000000000004,-0.6637970492255678,-0.747912747210147,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002351,ASS_25.49948_92.79431,Assam,2015-08-19,25.49947994245666,92.79431479834253,0,background_control,35.06,81.02,115.26,200.41000000000003,359.48999999999995,,35.42,0.96,0.98,0.9428571428571428,379.4676513671875,12.606557732945088,343.6262629510372,,,-0.8660254037844384,-0.5000000000000004,-0.2819017016859154,0.9594432920118756,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002352,ASS_25.73309_89.86083,Assam,2015-08-19,25.7330936449617,89.860825823689,0,background_control,27.07,53.61,84.81,120.95999999999998,275.26000000000005,,36.63,0.9,0.91,0.8814285714285715,20.5,0.0,0.0,,,-0.8660254037844384,-0.5000000000000004,0.0,1.0,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002353,ASS_25.92252_90.04280,Assam,2015-08-19,25.92252109996218,90.04280371540271,0,background_control,32.92,69.28999999999999,100.42,134.66,254.47000000000003,,32.92,0.87,0.83,0.8285714285714285,27.9913272857666,0.20014931101926053,286.73168176868285,,,-0.8660254037844384,-0.5000000000000004,-0.9576634520864123,0.28789010496704437,,0,0.87,2026-09-10 15:02:14.575286+00:00,2026-09-10 15:02:14.575286+00:00
S0002354,ASS_26.36856_89.91296,Assam,2015-08-19,26.36855760147769,89.91295584635769,0,background_control,29.14,68.68,94.23,133.92000000000002,235.38,,29.14,0.82,0.77,0.7771428571428574,41.04375457763672,1.2593522886167623,327.08091100946217,,,-0.8660254037844384,-0.5000000000000004,-0.543454152369407,0.8394388508238402,,0,0.82,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002355,ASS_26.45006_91.50000,Assam,2015-08-19,26.450059087754227,91.5,0,background_control,24.01,75.78,88.9,143.57,220.76,,30.59,0.8,0.74,0.7528571428571428,57.1220817565918,4.4461735466635455,2.490509520453429,,,-0.8660254037844384,-0.5000000000000004,0.04345390430471427,0.9990554329969267,,0,0.8,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002356,ASS_26.46251_92.50000,Assam,2015-08-19,26.46250563817256,92.5,0,background_control,18.66,64.42,78.44,163.53,234.35999999999999,,34.53,0.9,0.89,0.8742857142857144,58.42420959472656,0.5665853608405763,103.32663708539735,,,-0.8660254037844384,-0.5000000000000004,0.9730718163741756,-0.2305021478821023,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002357,ASS_26.57756_94.20660,Assam,2015-08-19,26.577555236292792,94.20659942030144,0,background_control,18.97,40.55,71.09,138.74,274.84,,29.79,0.93,0.92,0.9157142857142857,96.64303588867188,0.7638336362768414,131.65359338893597,,,-0.8660254037844384,-0.5000000000000004,0.7471767394234288,-0.6646253982993531,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002358,ASS_27.16682_93.91185,Assam,2015-08-19,27.16681555337311,93.91184658981165,0,background_control,20.54,56.13,79.91,170.07,281.63000000000005,,29.5,0.91,0.93,0.9000000000000001,106.0760498046875,2.5400293768055087,349.46108519202096,,,-0.8660254037844384,-0.5000000000000004,-0.18290330181019207,0.9831309079603437,,0,0.91,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002359,ASS_27.38694_94.53743,Assam,2015-08-19,27.38693585972926,94.53743217864587,0,background_control,28.58,64.72,116.74,191.53999999999996,368.29999999999995,,44.24,0.92,0.94,0.9085714285714285,93.96827697753906,0.3445779557019284,129.27492765078478,,,-0.8660254037844384,-0.5000000000000004,0.7741172999580233,-0.6330421833540794,,0,0.92,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002360,MAN_23.91633_94.09677,Manipur,2015-08-19,23.916334103964303,94.09677154364607,0,background_control,2.09,5.92,15.8,61.07000000000001,193.92000000000002,,50.65,0.67,0.66,0.6857142857142857,816.2662963867188,27.454528419300665,319.3829989672596,,,-0.8660254037844384,-0.5000000000000004,-0.6509994826313396,0.7590781735853879,,0,0.67,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002361,MAN_23.96091_93.89286,Manipur,2015-08-19,23.960912656613417,93.89286205702646,0,background_control,7.66,20.03,34.91,87.07000000000001,254.23999999999995,,60.55,0.83,0.83,0.8357142857142856,2155.224609375,14.955686728844755,20.16714107598716,,,-0.8660254037844384,-0.5000000000000004,0.3447599198621886,0.9386908956928353,,0,0.83,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002362,MAN_25.34643_94.31200,Manipur,2015-08-19,25.346425351414034,94.31200450539828,0,background_control,8.1,17.36,37.6,106.61999999999999,284.47999999999996,,64.07,0.9,0.89,0.8957142857142858,1691.424560546875,15.321934773865422,2.0946272124676284,,,-0.8660254037844384,-0.5000000000000004,0.03654999869155092,0.9993318255692889,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002363,MEG_25.43083_90.50000,Meghalaya,2015-08-19,25.430825877261586,90.5,1,event,31.61,64.92,91.67,137.49,307.75000000000006,,34.78,0.95,0.97,0.9357142857142857,668.8751831054688,25.08086527372379,215.0891698147087,,,-0.8660254037844384,-0.5000000000000004,-0.5748505931553365,-0.8182583916764666,,0,0.95,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002364,MEG_25.43238_89.91664,Meghalaya,2015-08-19,25.432379089797916,89.9166400189115,0,control,27.07,53.61,84.81,120.95999999999998,275.26000000000005,,36.63,0.9,0.91,0.8814285714285715,93.05282592773438,14.570348212477434,264.27977034051145,,,-0.8660254037844384,-0.5000000000000004,-0.9950204407017901,-0.09967107195979868,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002365,MEG_25.46472_91.50000,Meghalaya,2015-08-19,25.464722977570478,91.5,0,control,45.47,95.96000000000001,128.51,198.39000000000001,373.37,,45.47,0.97,0.99,0.947142857142857,1645.0040283203125,17.428620608230343,297.00957546652336,,,-0.8660254037844384,-0.5000000000000004,-0.8909306393015411,0.45413940145482545,,0,0.97,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002366,MEG_25.51468_92.30849,Meghalaya,2015-08-19,25.51467988018599,92.30848944748759,1,event,35.06,81.02,115.26,200.41000000000003,359.48999999999995,,35.42,0.96,0.98,0.9428571428571428,1337.21337890625,7.043994975896452,202.44392070938326,,,-0.8660254037844384,-0.5000000000000004,-0.3817789852408783,-0.9242536483176278,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002367,MIZ_22.50001_92.77362,Mizoram,2015-08-19,22.500011656650834,92.77361565119583,0,background_control,85.9,194.1,254.75,308.1,1047.64,,232.76,0.98,0.99,0.9414285714285714,142.84812927246094,14.25590950808283,88.80022908871706,,,-0.8660254037844384,-0.5000000000000004,0.9997807672020285,0.020938422407702568,,0,0.98,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002368,MIZ_22.52844_93.05343,Mizoram,2015-08-19,22.52844073368008,93.05343494989413,0,background_control,65.1,151.97,202.92999999999998,246.17,736.5199999999999,,139.05,0.98,0.99,0.9428571428571431,1031.376953125,34.987850070299984,335.2077019769073,,,-0.8660254037844384,-0.5000000000000004,-0.41933005080000496,0.9078338551167087,,0,0.98,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002369,MIZ_23.50008_92.65989,Mizoram,2015-08-19,23.500080164095788,92.65989095492243,0,background_control,53.28,126.26,167.17000000000002,222.33,584.24,,96.22,0.96,0.96,0.9357142857142858,252.241943359375,7.413340741560197,237.71710270040063,,,-0.8660254037844384,-0.5000000000000004,-0.845421298901466,-0.5341000162551561,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002370,MIZ_24.26074_92.80707,Mizoram,2015-08-19,24.26073626815886,92.80707088570766,0,background_control,44.02,107.23,150.16000000000003,239.15,493.34999999999997,,44.02,0.96,0.98,0.9457142857142857,654.5422973632812,30.342892300028712,4.755048209759309,,,-0.8660254037844384,-0.5000000000000004,0.08289601246600259,0.9965582025738569,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002371,NAG_25.59931_93.69978,Nagaland,2015-08-19,25.599314528922555,93.69977512499655,0,control,6.7,19.38,37.36,109.77999999999999,275.54,,58.77,0.84,0.82,0.8371428571428571,476.496337890625,11.676354899261112,342.70561491372354,,,-0.8660254037844384,-0.5000000000000004,-0.29728130730255875,0.9547899372786046,,0,0.84,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002372,NAG_25.72341_94.49837,Nagaland,2015-08-19,25.723406881557672,94.49837019820876,1,event,8.1,17.36,37.6,106.61999999999999,284.47999999999996,,64.07,0.9,0.89,0.8957142857142858,929.335205078125,31.682612402951214,351.276918678434,,,-0.8660254037844384,-0.5000000000000004,-0.15165901783904642,0.9884328719281325,,0,0.9,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002373,NAG_25.86296_95.00695,Nagaland,2015-08-19,25.862956168229278,95.00695419206457,0,control,25.65,42.12,75.72999999999999,137.46,313.23,,34.76,0.96,0.98,0.95,2630.141357421875,12.386085180851003,135.6817447064579,0.508585445625511,0.25831202046035806,-0.8660254037844384,-0.5000000000000004,0.698643280401925,-0.715470171809585,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002374,NAG_26.47325_94.66003,Nagaland,2015-08-19,26.473246568355727,94.66003217037962,1,event,18.97,40.55,71.09,138.74,274.84,,29.79,0.93,0.92,0.9157142857142857,697.338134765625,30.74700900648325,62.09030368116356,,,-0.8660254037844384,-0.5000000000000004,0.8836864284129394,0.4680793695932165,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002375,NAG_26.50039_95.04981,Nagaland,2015-08-19,26.500386961324374,95.04981360680857,0,background_control,28.26,47.78,91.15,152.17,318.72,,34.6,0.95,0.95,0.9357142857142857,1431.083984375,29.546120053382666,117.98333419803498,,,-0.8660254037844384,-0.5000000000000004,0.8830841121618577,-0.4692147172108986,,0,0.95,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002376,SIK_28.06396_88.66320,Sikkim,2015-08-19,28.063963426655356,88.66320482349893,0,background_control,12.68,19.77,29.61,61.43,107.94999999999999,,12.68,0.75,0.72,0.7328571428571429,5073.97900390625,18.915189111841514,186.29592127739423,0.030042918454935622,-0.01809598741148702,-0.8660254037844384,-0.5000000000000004,-0.10966355357661536,-0.9939687646082993,,0,0.75,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002377,TRI_23.49995_91.51127,Tripura,2015-08-19,23.499946854626472,91.51127151102025,0,background_control,30.4,86.66999999999999,123.78,162.38,500.01,,59.78,0.94,0.95,0.9199999999999999,55.29146957397461,1.409493876179266,282.8215945484155,,,-0.8660254037844384,-0.5000000000000004,-0.9750657843112932,0.22191601173732947,,0,0.94,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002378,TRI_23.82175_92.14026,Tripura,2015-08-19,23.821751396326462,92.14025994031371,0,background_control,39.67,98.94,121.25,168.98000000000002,387.55999999999995,,39.67,0.93,0.93,0.9114285714285714,210.22779846191406,32.71742807051387,276.39382195837817,0.21677398051840846,0.07772172259998537,-0.8660254037844384,-0.5000000000000004,-0.9937799327626915,0.11136177637852392,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002379,TRI_24.19719_91.79274,Tripura,2015-08-19,24.19718722772223,91.79274294933334,0,background_control,39.67,98.94,121.25,168.98000000000002,387.55999999999995,,39.67,0.93,0.93,0.9114285714285714,48.00531005859375,3.615412050839575,215.40291199011853,,,-0.8660254037844384,-0.5000000000000004,-0.5793225994990817,-0.8150983533964639,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002380,ARU_26.82550_95.36366,Arunachal Pradesh,2015-08-20,26.825497329448186,95.36365693297202,0,background_control,39.85,80.17,145.46,192.85999999999999,370.84000000000003,,51.51,0.98,0.99,0.9585714285714287,593.5164184570312,23.230277215468472,220.8919951950919,,,-0.8660254037844384,-0.5000000000000004,-0.6546352068871827,-0.7559449357617098,,0,0.98,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002381,ARU_26.94504_92.27211,Arunachal Pradesh,2015-08-20,26.945037056773057,92.27210612350862,0,background_control,37.03,79.71000000000001,102.33000000000001,194.73,260.1,,37.03,0.91,0.91,0.8771428571428571,503.1544494628906,9.372192845927497,176.36285392169566,,,-0.8660254037844384,-0.5000000000000004,0.06343754834439624,-0.9979858102498514,,0,0.91,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002382,ARU_27.17931_95.73208,Arunachal Pradesh,2015-08-20,27.179305092334467,95.73207583829574,0,background_control,39.85,80.17,145.46,192.85999999999999,370.84000000000003,,51.51,0.98,0.99,0.9585714285714287,940.6253051757812,33.73135029164712,34.70410998915327,,,-0.8660254037844384,-0.5000000000000004,0.569338496695525,0.8221032028769135,,0,0.98,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002383,ARU_27.56784_96.45341,Arunachal Pradesh,2015-08-20,27.567844874071163,96.45340528813233,0,background_control,51.81,90.48,160.54000000000002,210.52,408.84000000000003,,59.67,0.95,0.94,0.9114285714285716,750.3697509765625,8.563392401144776,175.63810157009618,,,-0.8660254037844384,-0.5000000000000004,0.07605597327733102,-0.9971035497524006,,0,0.95,2026-09-10 15:02:14.575286+00:00,2026-09-10 15:02:14.575286+00:00
S0002384,ARU_27.61909_92.50000,Arunachal Pradesh,2015-08-20,27.619090461843506,92.5,0,background_control,31.87,56.97,71.39,137.83,186.34,,31.87,0.88,0.88,0.8485714285714285,2950.288330078125,18.306068675624974,236.82579265076697,,,-0.8660254037844384,-0.5000000000000004,-0.8370107233831756,-0.5471864846115746,,0,0.88,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002385,ARU_27.66209_91.79024,Arunachal Pradesh,2015-08-20,27.66208933085052,91.79023991217363,0,background_control,36.15,61.28,78.11,125.06,167.67000000000002,,36.15,0.87,0.82,0.8142857142857143,3996.913818359375,31.71876832594138,258.0526027052089,,,-0.8660254037844384,-0.5000000000000004,-0.9783380701992794,-0.20701357539724252,,0,0.87,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002386,ARU_27.66640_93.50000,Arunachal Pradesh,2015-08-20,27.666403549395973,93.5,0,background_control,41.27,82.96000000000001,127.27000000000001,211.38000000000002,334.2,,41.27,0.94,0.97,0.9099999999999999,1917.9014892578125,13.350329024116382,227.1393479507944,,,-0.8660254037844384,-0.5000000000000004,-0.7330102119454871,-0.6802176336905947,,0,0.94,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002387,ARU_27.66668_94.36008,Arunachal Pradesh,2015-08-20,27.666676186984134,94.36008060632957,0,background_control,43.76,87.9,154.39,220.26,385.53999999999996,,44.24,0.94,0.97,0.9157142857142857,658.5995483398438,23.439107805984364,252.08896199666452,,,-0.8660254037844384,-0.5000000000000004,-0.9515351741220844,-0.3075399362821916,,0,0.94,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002388,ARU_27.85186_97.09765,Arunachal Pradesh,2015-08-20,27.85186130388809,97.09764501143306,0,background_control,38.31,56.52,90.81,132.6,254.31000000000003,,38.31,0.93,0.94,0.8942857142857142,2935.28125,39.16718187531672,109.87485566441615,,,-0.8660254037844384,-0.5000000000000004,0.9404374125174781,-0.3399668706468774,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002389,ARU_28.13329_92.85102,Arunachal Pradesh,2015-08-20,28.133293183346048,92.85101528722387,0,background_control,35.03,56.67,78.19,135.16,197.69,,35.03,0.88,0.87,0.8428571428571427,5143.36181640625,35.404651562629766,305.69533284734007,,,-0.8660254037844384,-0.5000000000000004,-0.8121310578194025,0.5834750593856932,,0,0.88,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002390,ARU_28.18175_97.17837,Arunachal Pradesh,2015-08-20,28.181746389964097,97.17836655063724,0,background_control,38.31,56.52,90.81,132.6,254.31000000000003,,38.31,0.93,0.94,0.8942857142857142,3597.5185546875,41.73443823588825,94.88967271560017,,,-0.8660254037844384,-0.5000000000000004,0.9963606759892221,-0.08523733537775807,,0,0.93,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002391,ARU_28.38554_94.50000,Arunachal Pradesh,2015-08-20,28.385541906054343,94.5,0,background_control,57.24,133.48,216.12,268.82,401.16,,57.24,0.96,0.99,0.9085714285714286,2571.06005859375,33.50270484757691,197.68469668095713,,,-0.8660254037844384,-0.5000000000000004,-0.30377860058142053,-0.9527426524664432,,0,0.96,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002392,ARU_28.38885_93.61436,Arunachal Pradesh,2015-08-20,28.388853336410442,93.6143576142602,0,background_control,41.57,86.18,138.75,182.89999999999998,267.81,,41.57,0.92,0.93,0.8742857142857142,2263.673095703125,44.335634400985626,94.65876655992014,,,-0.8660254037844384,-0.5000000000000004,0.9966960965380269,-0.08122124811808906,,0,0.92,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002393,ARU_28.50000_95.50000,Arunachal Pradesh,2015-08-20,28.5,95.5,0,background_control,78.12,154.94,239.61,296.55,481.62,,78.12,0.98,1.0,0.9328571428571427,1945.0687255859375,22.30035558642129,192.05447252374321,,,-0.8660254037844384,-0.5000000000000004,-0.20884154598556554,-0.977949491881027,,0,0.98,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002394,ARU_28.50248_96.18120,Arunachal Pradesh,2015-08-20,28.5024777373024,96.18119952560983,0,background_control,62.7,116.87,181.92000000000002,229.14000000000004,378.9,,62.7,0.98,0.99,0.9428571428571428,3595.891845703125,33.282056154681776,242.51605776417458,,,-0.8660254037844384,-0.5000000000000004,-0.8871402084021902,-0.4615000006891858,,0,0.98,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
S0002395,ARU_29.17276_94.58305,Arunachal Pradesh,2015-08-20,29.172760687559027,94.58304979180528,0,background_control,36.75,114.1,184.74,212.54999999999998,286.64,,48.56,0.95,0.98,0.8899999999999999,4518.39306640625,30.95279690728611,244.2802584546583,,,-0.8660254037844384,-0.5000000000000004,-0.9009275484469703,-0.4339695294019292,,0,0.95,2026-09-10 15:01:22.035342+00:00,2026-09-10 15:02:14.575286+00:00
